2;1;existimator;True;;;;;;;;;;;;;;;;;;;;
3;62;Absender(in);True;;;;;;;;;;;;;;;;;;;;
4;65;Abt des  Klosters Thusoneualle im pagus Chamby/Oise (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
5;66;Abt des  Klosters Tusoneualle im pagus Chambly/Oise (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
6;67;Abt des begünstigten Klosters;True;;;;;;;;;;;;;;;;;;;;
7;68;Abt des durch die vorliegende Schenkung begünstigten Klosters Jumièges;True;;;;;;;;;;;;;;;;;;;;
8;69;Abt des durch die vorliegende Schenkung begünstigten Klosters Ollainville(?);True;;;;;;;;;;;;;;;;;;;;
9;70;Abt des durch die vorliegende Schenkung begünstigten Klosters Port-Mort;True;;;;;;;;;;;;;;;;;;;;
10;71;Abt des durch die vorliegende Schenkung begünstigten Klosters St-Denis;True;;;;;;;;;;;;;;;;;;;;
11;72;Abt des durch die vorliegende Schenkung begünstigten Klosters St-Germain-des-Prés;True;;;;;;;;;;;;;;;;;;;;
12;73;Abt des durch die vorliegende Schenkung begünstigten Klosters St-Martin in Précy;True;;;;;;;;;;;;;;;;;;;;
13;74;Abt des durch die vorliegende Urkunde begünstigten Klosters St-Denis (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
14;75;Abt des im Wormsgau begüterten Klosters Murbach (Urkundenzeuge);False;;;;;;;Zeuge;;;;;;;;;;;;;
15;76;Abt des Klosters Aniane (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
16;77;Abt des Klosters Bobbio (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
17;78;Abt des Klosters Caunes (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
18;79;Abt des Klosters Charroux (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
19;80;Abt des Klosters Corbie (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
20;81;Abt des Klosters Echternach;True;;;;;;;;;;;;;;;;;;;;
21;82;Abt des Klosters Echternach (Adressat und Empfänger der vorliegenden Urkunde);False;;;;;Empfänger;;;;Adressat;;;;;;;;;;;
22;83;Abt des Klosters Echternach (Aussteller der vorliegenden Urkunde);False;Aussteller;;;;;;;;;;;;;;;;;;;
23;84;Abt des Klosters Echternach (Empfänger und Adressat der vorliegenden Urkunde);False;;;;;Empfänger;;;;Adressat;;;;;;;;;;;
24;85;Abt des Klosters Echternach (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
25;86;Abt des Klosters Echternach (Urkundenempfänger), Erzbischof von Sens;False;;;;;Empfänger;;;;;;;;;;;;;;;
26;87;Abt des Klosters Farfa (Petent und Urkundenempfänger);False;;;;;Empfänger;;;Petent;;;;;;;;;;;;
27;88;Abt des Klosters Farfa (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
28;89;Abt des Klosters Fulda (Aussteller der vorliegenden Urkunde);False;Aussteller;;;;;;;;;;;;;;;;;;;
29;90;Abt des Klosters Fulda (Petent und Urkundenempfänger);False;;;;;Empfänger;;;Petent;;;;;;;;;;;;
30;91;Abt des Klosters Fulda (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
31;92;Abt des Klosters Gorze (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
32;93;Abt des Klosters Hersfeld (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
33;94;Abt des Klosters Honau;True;;;;;;;;;;;;;;;;;;;;
34;95;Abt des Klosters Honau (Petent und Urkundenempfänger);False;;;;;Empfänger;;;Petent;;;;;;;;;;;;
35;96;Abt des Klosters Honau (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
36;97;Abt des Klosters Kesseling (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
37;98;Abt des Klosters Kremsmünster (Petent und Urkundenempfänger);False;;;;;Empfänger;;;Petent;;;;;;;;;;;;
38;99;Abt des Klosters Lorsch (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
39;100;Abt des Klosters Montecassino (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
40;101;Abt des Klosters Montier-en-Der (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
41;102;Abt des Klosters Moutier-Grandval (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
42;103;Abt des Klosters Moyenmoutier (Anrainer der durch die vorliegende Urkunde verschenkten Hofstätte in der Straßburger Neustadt);False;;Besitznachbar;;;;;;;;;;;;;;;;;;
43;104;Abt des Klosters Murbach (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
44;105;Abt des Klosters Murbach (Urkundenpetent);False;;;;;;;;Petent;;;;;;;;;;;;
45;106;Abt des Klosters Münster im Gregoriental (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
46;107;Abt des Klosters Nantua  (Petent und Urkundenempfänger);False;;;;;Empfänger;;;Petent;;;;;;;;;;;;
47;108;Abt des Klosters Nonantola (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
48;109;Abt des Klosters Nonantola (Urkundenpetent);False;;;;;;;;Petent;;;;;;;;;;;;
49;110;Abt des Klosters Novalesa (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
50;111;Abt des Klosters Prüm (Adressat der Urkunde);False;;;;;;;;;Adressat;;;;;;;;;;;
51;112;Abt des Klosters Prüm (Adressat der vorliegenden Urkunde);False;;;;;;;;;Adressat;;;;;;;;;;;
52;113;Abt des Klosters Prüm (Aussteller der vorliegenden Urkunde);False;Aussteller;;;;;;;;;;;;;;;;;;;
53;114;Abt des Klosters Prüm (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
54;115;Abt des Klosters S. Ambrogio in Mailand (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
55;116;Abt des Klosters Saint-Germain-des-Prés (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
56;117;Abt des Klosters San Vincenzo al Volturno (Adressat und Empfänger der Urkunde);False;;;;;Empfänger;;;;Adressat;;;;;;;;;;;
57;118;Abt des Klosters San Vincenzo al Volturno (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
58;119;Abt des Klosters Sesto Udinese (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
59;120;Abt des Klosters St-Aubin bei Angers;True;;;;;;;;;;;;;;;;;;;;
60;121;Abt des Klosters St-Bertin (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
61;122;Abt des Klosters St-Bertin in St-Omer (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
62;123;Abt des Klosters St-Calais (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
63;124;Abt des Klosters St-Denis;True;;;;;;;;;;;;;;;;;;;;
64;125;Abt des Klosters St-Denis (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
65;126;Abt des Klosters St-Germain-des-Prés;True;;;;;;;;;;;;;;;;;;;;
66;127;Abt des Klosters St-Germain-des-Prés (Petent und Urkundenempfänger);False;;;;;Empfänger;;;Petent;;;;;;;;;;;;
67;128;Abt des Klosters St-Germain-des-Prés (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
68;129;Abt des Klosters St-Germain-des-Prés (Urkundenpetent);False;;;;;;;;Petent;;;;;;;;;;;;
69;130;Abt des Klosters St-Germain-l'Auxerrois;True;;;;;;;;;;;;;;;;;;;;
70;131;Abt des Klosters St-Hilaire (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
71;132;Abt des Klosters St-Hilaire in Poitiers;True;;;;;;;;;;;;;;;;;;;;
72;133;Abt des Klosters St-Marcel bei Chalon-sur Saône (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
73;134;Abt des Klosters St-Martin in Tours (Petent);False;;;;;;;;Petent;;;;;;;;;;;;
74;135;Abt des Klosters St-Martin in Tours (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
75;136;Abt des Klosters St-Maur-des-Fossés (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
76;137;Abt des Klosters St-Médard in Soissons (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
77;138;Abt des Klosters St-Serge in Angers (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
78;139;Abt des Klosters St-Wandrille (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
79;140;Abt des Klosters St. Arnulf zu Metz (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
80;141;Abt des Klosters St. Gallen (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
81;142;Abt des Klosters Stablo-Malmedy (Petent und Urkundenempfänger);False;;;;;Empfänger;;;Petent;;;;;;;;;;;;
82;143;Abt des Klosters Stablo-Malmedy (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
83;144;Abt des Klosters Thusoneualle im pagus Chambly/Oise (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
84;145;Abt des Klosters Tusoneualle im pagus Chambly/Oise (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
85;146;Abt des Klosters Tussonval;True;;;;;;;;;;;;;;;;;;;;
86;147;Abt eines durch die vorliegende Schenkung begünstigten Klosters;True;;;;;;;;;;;;;;;;;;;;
87;148;Abt von Aniane (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
88;149;Abt von Corbie (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
89;150;Abt von Flavigny (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
90;151;Abt von Kievermunt (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
91;152;Abt von St-Denis und Stifter der Kirche von Salonne (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
92;153;Abt von St-Riquier (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
93;154;Abt von St. Martin in Utrecht, Leiter des Friesenbistums (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
94;155;Abt(bischof) von Stablo-Malmedy (Urkundenempfänger);False;;;;;Empfänger;;;;;;;;;;;;;;;
95;156;ad stabla Marcucci;True;;;;;;;;;;;;;;;;;;;;
96;157;ad uscio Belsari da Uraturio;True;;;;;;;;;;;;;;;;;;;;
97;158;Adressat;False;;;;;;;;;Adressat;;;;;;;;;;;
98;159;Adressat der Urkunde;False;;;;;;;;;Adressat;;;;;;;;;;;
99;160;Adressat der Urkunde (Inscriptio);False;;;;;;;;;Adressat;;;;;;;;;;;
100;161;Adressat der vorliegenden Urkunde;False;;;;;;;;;Adressat;;;;;;;;;;;
101;162;Adressat der vorliegenden Urkunde (Inscriptio);False;;;;;;;;;Adressat;;;;;;;;;;;
102;163;Adressat der vorliegenden Urkunde (Sohn der Urkundenausstellerin);False;Aussteller;;;;;;;;Adressat;;;;;;;;;;;
103;164;Adressat des vorliegenden Präzeptes;False;;;;;;;;;Adressat;;;;;;;;;;;
104;165;Adressat und Empfänger der vorliegenden Urkunde;False;;;;;Empfänger;;;;Adressat;;;;;;;;;;;
105;166;Adressat, Widmungsempfänger des Liber 9 der Epistulae des Sidonius Apollinaris;False;;;;;Empfänger;;;;Adressat;;;;;;;;;;;
106;167;Adressatin;False;;;;;;;;;Adressat;;;;;;;;;;;
